名稱,縣市,鄉鎮市區,WGS_X,WGS_Y
千古寒山,花蓮縣,秀林鄉,121.381168,23.8751191
平岩山,南投縣,仁愛鄉,121.3544517,24.3466174
望台山,花蓮縣,秀林鄉,121.3293491,23.9433214
泰矢生山,新北市,烏來區,121.372607,24.5940681
夫婦山,新北市,烏來區,121.402725,24.7228941
盡尾山,臺中市,和平區,120.9958336,24.4086832
面托油山,桃園市,復興區,121.134192,24.5677091
基那吉山,新北市,烏來區,121.2748349,24.5504941
結城山,桃園市,復興區,121.1783951,24.507235
中山,臺中市,和平區,121.150687,24.4460021
合流山,臺中市,和平區,121.062065,24.3599251
阿冷山,臺中市,和平區,120.94578,24.1401921
烏山,新北市,烏來區,121.458151,24.6077461
見晴山,南投縣,仁愛鄉,121.478015,24.455635
石楠花山,南投縣,仁愛鄉,121.592535,24.3525191
眉有岩山,新北市,烏來區,121.3851199,24.5132259
霞山,新北市,烏來區,121.217904,24.6018521
油羅山,桃園市,復興區,121.184034,24.6317921
久保山,屏東縣,霧台鄉,120.6879357,22.4920328
南大武山,屏東縣,霧台鄉,120.7485431,22.572521
霧頭山,屏東縣,霧台鄉,120.7865791,22.6931122
知本主山,屏東縣,霧台鄉,120.880497,22.7256881
太里力山,屏東縣,霧台鄉,120.7947781,22.4941871
唐太蘭山,屏東縣,霧台鄉,120.8839231,22.6227741
榆油山,臺東縣,海端鄉,120.722525,23.0082708
新望嶺,臺東縣,海端鄉,120.7824229,23.2945339
出雲山,臺東縣,海端鄉,120.8291601,22.9754531
文迷山,南投縣,仁愛鄉,121.5659438,24.2804135
大母母山,臺東縣,海端鄉,120.748676,22.8258992
屯子山,臺東縣,海端鄉,120.7609145,22.9105969
大浦山,屏東縣,霧台鄉,120.907081,22.775287
盆盆山,臺東縣,海端鄉,120.990546,22.8337107
紅葉山,臺東縣,海端鄉,121.0392226,22.9198803
平野山,臺東縣,海端鄉,120.901093,22.8876802
相原山,臺東縣,海端鄉,120.944425,23.0090791
遙拜山,臺東縣,海端鄉,120.8543519,22.8646749
加奈典山,臺東縣,海端鄉,121.0871636,23.0208359
美瓏山,臺東縣,海端鄉,120.7475301,23.119533
烏夫冬山,臺東縣,海端鄉,120.83802,23.2487211
小關山,臺東縣,海端鄉,120.876124,23.1516351
楠山,臺東縣,海端鄉,121.1263223,23.0691757
崙天山,臺東縣,海端鄉,121.1755396,23.2102329
咲咲山,臺東縣,海端鄉,121.0980991,23.1272757
四方山,臺東縣,海端鄉,121.010553,23.0760381
舞樂山,臺東縣,海端鄉,121.0947285,23.2315519
屯古嶺,臺東縣,海端鄉,120.9507955,23.1459251
多美麗山,臺東縣,海端鄉,121.121858,23.3628301
大里仙山,臺東縣,海端鄉,121.205898,23.3010721
新仙山,臺東縣,海端鄉,121.117506,23.3208054
公山,臺東縣,海端鄉,121.1058819,23.448581
南面山,臺東縣,海端鄉,120.873896,23.3394822
南玉山,臺東縣,海端鄉,120.9249381,23.4292361
霞山,臺東縣,海端鄉,120.8213985,23.4199119
隙頂山,高雄市,桃源區,120.6578282,23.4369091
秀姑巒山,臺東縣,海端鄉,121.057457,23.4968501
巒潭山,花蓮縣,秀林鄉,121.0935899,23.6968761
新鄉山,花蓮縣,秀林鄉,120.8544069,23.6347391
沙婆礑山,南投縣,仁愛鄉,121.5599889,24.0217491
波露山,宜蘭縣,大同鄉,121.541212,24.7967061
大桶山,新北市,瑞芳/貢寮區,121.562949,24.8762211
神桌山,桃園市,復興區,120.9745277,24.5833211
鳥口尖山,新北市,瑞芳/貢寮區,121.659737,24.8516382
東水山,臺東縣,海端鄉,120.8255691,23.4715677
九紀山,新北市,瑞芳/貢寮區,121.6080346,24.9179271
石硿子山,新北市,瑞芳/貢寮區,121.6486631,24.8947849
馬太林山,臺東縣,海端鄉,121.4199448,23.4169379
黑田山,苗栗縣,泰安鄉,120.893906,24.140575
下阿玉山,新北市,瑞芳/貢寮區,121.598373,24.8333541
東草山,臺東縣,海端鄉,120.7575311,23.4337211
安通越山,臺東縣,海端鄉,121.377904,23.2696212
崙埤仔山,宜蘭縣,大同鄉,121.595372,24.7016463
大礁溪山,新北市,瑞芳/貢寮區,121.647307,24.8141931
大湖山,宜蘭縣,大同鄉,121.6871001,24.7700471
雅音山,南投縣,仁愛鄉,121.6410467,24.4834501
源頭山,南投縣,仁愛鄉,121.810486,24.4915901
新寮山,宜蘭縣,大同鄉,121.7514384,24.5886011
紅柴山,宜蘭縣,大同鄉,121.5941403,24.7354939
大白山,宜蘭縣,大同鄉,121.7832274,24.544749
倒吊嶺,新北市,瑞芳/貢寮區,121.6950731,24.9055431
金平山,新北市,淡水/三芝區,121.380729,24.8362621
熊空南山,新北市,瑞芳/貢寮區,121.457744,24.8311221
熊空山,新北市,瑞芳/貢寮區,121.4586671,24.8684491
八角崠山,苗栗縣,泰安鄉,120.8730568,24.4874913
暗影山,苗栗縣,泰安鄉,120.8178011,24.1379851
枕頭山,新北市,淡水/三芝區,121.333723,24.811671
拔刀爾山,新北市,瑞芳/貢寮區,121.5141829,24.8522095
水頭山,花蓮縣,秀林鄉,120.9928628,23.918204
石壁山,嘉義縣,阿里山鄉,120.7245889,23.6037601
仙洞坪山,嘉義縣,阿里山鄉,120.7966317,23.9186572
赤柯山,新北市,烏來區,121.2014981,24.7566891
樟空倫山,嘉義縣,阿里山鄉,120.7601619,23.6784211
金柑樹山,花蓮縣,秀林鄉,120.8138816,23.641118
大克山,臺中市,和平區,120.907089,24.3216681
東照山,花蓮縣,秀林鄉,120.8105869,23.8087451
陳東坑山,嘉義縣,阿里山鄉,120.7591451,23.8015802
楠殖山,臺東縣,海端鄉,121.2589707,22.9913395
加只來山,臺東縣,海端鄉,121.3192501,23.0728941
揍妙山,臺東縣,海端鄉,121.2157037,22.9610181
鴨子蘭山,屏東縣,霧台鄉,120.976012,22.6258171
羅打結山,屏東縣,霧台鄉,120.9961889,22.665909
大鳥山,屏東縣,霧台鄉,120.8752792,22.4064054
助矢山,屏東縣,霧台鄉,120.835454,22.3194431
呀里叭山,屏東縣,霧台鄉,120.926576,22.500947
虷泉山,屏東縣,霧台鄉,120.9201241,22.5467641
銅安山,臺東縣,海端鄉,121.198533,23.0369681
富興山,臺東縣,海端鄉,121.247979,23.0709291
南勢湖山,屏東縣,霧台鄉,120.7626111,22.0816961
茄芝萊山,屏東縣,霧台鄉,120.7649206,22.1415655
牡丹池山,屏東縣,霧台鄉,120.8412321,22.167027
四林格山,屏東縣,霧台鄉,120.8034467,22.083189
茶茶牙頓山,屏東縣,霧台鄉,120.7676714,22.3471047
巴士墨山,屏東縣,霧台鄉,120.7463361,22.220053
北湖呂山,屏東縣,霧台鄉,120.7001971,22.3644251
耆路知可山,屏東縣,霧台鄉,120.7972391,22.2581321
草埔後山,屏東縣,霧台鄉,120.7563831,22.252115
堵開埔山,臺東縣,海端鄉,121.2672709,23.1130415
盆盆山,宜蘭縣,大同鄉,121.521419,24.6381411
龜山,南投縣,仁愛鄉,121.8173205,24.4559333
清水山,宜蘭縣,大同鄉,121.6168851,24.6120811
遭難山,宜蘭縣,大同鄉,121.604814,24.5476921
來藝婦山,宜蘭縣,大同鄉,121.6574628,24.6040861
小南澳山,宜蘭縣,大同鄉,121.705178,24.5959661
萬里橋山,花蓮縣,秀林鄉,121.4003889,23.7423921
嘉羅蘭山,花蓮縣,秀林鄉,121.3714979,23.6282251
北月眉山,花蓮縣,秀林鄉,121.5712339,23.8580421
伍伴山,花蓮縣,秀林鄉,121.4777952,23.9341132
北加路蘭山,花蓮縣,秀林鄉,121.5621509,23.7430711
論外山,南投縣,仁愛鄉,121.571362,24.1068322
水璉尾山,花蓮縣,秀林鄉,121.5635569,23.8100731
濁水山,南投縣,仁愛鄉,121.7554231,24.3455063
江布南山,花蓮縣,秀林鄉,121.3465169,23.5084861
三角錐山,南投縣,仁愛鄉,121.590872,24.2095341
原荖腦山,花蓮縣,秀林鄉,121.448428,23.8465839
水林尾山,花蓮縣,秀林鄉,121.5255628,23.7221331
貓公山,花蓮縣,秀林鄉,121.5188119,23.5808451
里牙津山,臺東縣,海端鄉,121.445064,23.4807232
沙土山,花蓮縣,秀林鄉,121.4562589,23.6229791
北加禮宛山,南投縣,仁愛鄉,121.570474,24.0625871
大奇山,花蓮縣,秀林鄉,121.4849559,23.5165471
平林山,花蓮縣,秀林鄉,121.4069009,23.8060302
白葉山,花蓮縣,秀林鄉,121.4975971,23.998166
飛田盤山,南投縣,仁愛鄉,121.719793,24.2684411
右岸山,南投縣,仁愛鄉,121.693486,24.2332912
騾馬望山,南投縣,仁愛鄉,121.643728,24.2942611
大南澳嶺,南投縣,仁愛鄉,121.728458,24.4424611
飯包尖山,南投縣,仁愛鄉,121.6669346,24.4090661
富太山,南投縣,仁愛鄉,121.6609741,24.4526083
丁子漏山,花蓮縣,秀林鄉,121.4972639,23.6075531
鹿角山,花蓮縣,秀林鄉,120.8611974,23.9716833
過坑山,花蓮縣,秀林鄉,120.9799518,23.883794
眉冷山,臺中市,和平區,120.944256,24.081151
觀音山,花蓮縣,秀林鄉,120.905026,23.9951461
關刀山西峰,臺中市,和平區,121.016987,24.0264441
花瓣山,高雄市,桃源區,120.543865,23.1407861
圓山,高雄市,桃源區,120.6053645,23.1485421
吳酒桶頭山,高雄市,桃源區,120.5705731,23.0863731
勃子山,高雄市,桃源區,120.6895029,23.3689778
石桌山,高雄市,桃源區,120.6950301,23.4700641
松山,花蓮縣,秀林鄉,120.8207299,23.5624391
科子林山,嘉義縣,阿里山鄉,120.710091,23.5621041
兜山,嘉義縣,阿里山鄉,120.7641709,23.5405381
頭凍山,高雄市,桃源區,120.6049581,23.3958062
芙蓉山,臺東縣,海端鄉,120.7299959,23.4806751
開眼山,臺東縣,海端鄉,121.366785,23.1723692
赤門山,臺東縣,海端鄉,121.4134699,23.2747641
安通山,臺東縣,海端鄉,121.3549939,23.3037211
望東山,花蓮縣,秀林鄉,121.5167789,23.629327
新吞山,臺東縣,海端鄉,121.2973899,23.3684029
安土堀山,臺東縣,海端鄉,121.3001051,23.189765
清水山,臺東縣,海端鄉,121.267035,23.2665263
檜樹山,宜蘭縣,大同鄉,121.5772967,24.5499551
蕃社坑山,宜蘭縣,大同鄉,121.6869059,24.5688141
尾上山,南投縣,仁愛鄉,121.231692,24.0559811
久久巢山,花蓮縣,秀林鄉,121.0570429,23.874298
北萬大山,花蓮縣,秀林鄉,121.1597204,23.9697847
白石山,花蓮縣,秀林鄉,121.274865,23.9074809
再生山,南投縣,仁愛鄉,121.2176527,24.0153882
武令山基點峰,臺中市,和平區,121.153149,24.002947
火山,花蓮縣,秀林鄉,121.185509,23.8518821
烏帽子山,花蓮縣,秀林鄉,121.220072,23.8734471
分分山,花蓮縣,秀林鄉,121.0113032,23.8244741
牧山,花蓮縣,秀林鄉,121.1602091,23.8629019
冠山,花蓮縣,秀林鄉,121.0740539,23.8114741
卡社大山,花蓮縣,秀林鄉,121.2207796,23.7817585
卡社山,花蓮縣,秀林鄉,121.0298269,23.7927541
鳶山,花蓮縣,秀林鄉,121.1891659,23.8240291
草山,花蓮縣,秀林鄉,121.240125,23.8210996
雙子山,花蓮縣,秀林鄉,121.1588369,23.833886
大尖山,花蓮縣,秀林鄉,120.9949388,23.8584931
立霧主山,南投縣,仁愛鄉,121.4456341,24.124796
豬股山,南投縣,仁愛鄉,121.5284335,24.1143171
江口山,南投縣,仁愛鄉,121.4959051,24.1459422
帕托魯山,南投縣,仁愛鄉,121.4665347,24.0994579
磐石山,南投縣,仁愛鄉,121.388268,24.1047101
江口山,南投縣,仁愛鄉,121.5049369,24.0673661
突宙山,南投縣,仁愛鄉,121.3559,24.0761849
坡羅沙金山,花蓮縣,秀林鄉,121.1625859,23.7876741
能高山東峰,南投縣,仁愛鄉,121.2836,24.0053911
七腳川山,南投縣,仁愛鄉,121.493708,24.0296371
青木山,南投縣,仁愛鄉,121.330334,24.005294
圓山,花蓮縣,秀林鄉,121.415343,23.920293
安來山,花蓮縣,秀林鄉,121.3948069,23.8529991
向山,花蓮縣,秀林鄉,121.3481143,23.7998275
南二子山,花蓮縣,秀林鄉,121.3296838,23.8791347
見睛山,花蓮縣,秀林鄉,121.300286,23.8418351
富士岳,花蓮縣,秀林鄉,121.3056419,23.9027511
木瓜南山,花蓮縣,秀林鄉,121.4402769,23.886635
大檜山,花蓮縣,秀林鄉,121.3841325,23.9224141
湯上岳,花蓮縣,秀林鄉,121.3611809,23.898778
巴沙灣山,花蓮縣,秀林鄉,121.3153204,23.9628906
桃源山,花蓮縣,秀林鄉,121.413286,23.9774111
王矮山,花蓮縣,秀林鄉,121.4466569,23.9396821
武陵山,花蓮縣,秀林鄉,121.345793,23.9730481
烏帽子山,花蓮縣,秀林鄉,121.4543611,23.9772391
夫婦山,南投縣,仁愛鄉,121.4619,24.0247471
天長山,南投縣,仁愛鄉,121.3694379,24.0525594
十字路山,新北市,烏來區,121.488927,24.5455751
神代山,新北市,烏來區,121.4752901,24.5177279
見睛山,宜蘭縣,大同鄉,121.5240447,24.5103571
加羅山,南投縣,仁愛鄉,121.478832,24.4807351
四圍仙山,新北市,烏來區,121.4291949,24.5641953
留茂安山,新北市,烏來區,121.431628,24.5372301
西馬縫山,宜蘭縣,大同鄉,121.5279011,24.5691991
旗山,新北市,烏來區,121.4999931,24.6172901
婆羅山,新北市,烏來區,121.4770971,24.639464
稜山,新北市,烏來區,121.435191,24.6225041
拉庫山,新北市,烏來區,121.2670491,24.7291571
布奴加里山,新北市,烏來區,121.243843,24.5509451
光城山,新北市,烏來區,121.2864029,24.7822831
境界山,新北市,烏來區,121.2206631,24.5015321
天頓山,桃園市,復興區,121.158419,24.5284591
石麻達山（島田山）,新北市,烏來區,121.2499141,24.6249312
石鹿大山,桃園市,復興區,121.1936822,24.5612857
馬望女苦山,新北市,烏來區,121.3132929,24.5233231
那羅山,新北市,烏來區,121.239901,24.6886731
烏來山,新北市,烏來區,121.3100171,24.6676416
鎮子堡,新北市,烏來區,121.2898321,24.5866791
馬洋山,新北市,烏來區,121.2775141,24.5014401
尖石山,新北市,烏來區,121.2276374,24.7074716
東穗山,新北市,烏來區,121.266903,24.6536571
卡保山,新北市,瑞芳/貢寮區,121.483796,24.8178421
林望眼山,新北市,烏來區,121.4913511,24.7812691
竹頭角山,新北市,烏來區,121.311717,24.7865661
良羽鳥山,新北市,烏來區,121.3440467,24.7781484
待矢負山,新北市,烏來區,121.3797669,24.7577736
南插天山,新北市,烏來區,121.4122341,24.7606273
防列區山,新北市,烏來區,121.336293,24.7295841
鷹山,新北市,烏來區,121.371498,24.7099141
拉拉山,新北市,烏來區,121.434113,24.730383
埤谷山,新北市,烏來區,121.420589,24.6917141
馬崙砲台,新北市,烏來區,121.3952037,24.6845365
東保津寒山,新北市,烏來區,121.4035099,24.5683611
扇子排山,桃園市,復興區,121.141926,24.6376011
鬼澤山,桃園市,復興區,121.1227011,24.6146361
馬惱山,南投縣,仁愛鄉,121.3629101,24.492522
野馬瞰山,桃園市,復興區,121.1154617,24.5269911
養老山,新北市,烏來區,121.264241,24.5678731
佐藤山,桃園市,復興區,121.1977023,24.5373331
哈堪尼山,桃園市,復興區,121.0352151,24.5126969
麥巴來山,桃園市,復興區,121.178857,24.5907751
內鳥嘴山,新北市,烏來區,121.2983561,24.7310851
高台山,新北市,烏來區,121.2254431,24.6541971
向天湖山,桃園市,復興區,121.1662437,24.6681011
虎禮山,新北市,烏來區,121.336712,24.6210511
東泰野寒山,新北市,烏來區,121.340066,24.5866511
唐穗山,新北市,烏來區,121.4162429,24.6023332
溪洲山,新北市,淡水/三芝區,121.2771898,24.8244512
香本山,南投縣,仁愛鄉,121.391414,24.4827281
南馬洋山,南投縣,仁愛鄉,121.279028,24.4945281
羅閑山,南投縣,仁愛鄉,121.357955,24.3135651
東捫岡山,南投縣,仁愛鄉,121.2888067,24.2443451
新鞋山,南投縣,仁愛鄉,121.38695,24.3207481
羅葉尾山,南投縣,仁愛鄉,121.326915,24.3988121
遠多志山,南投縣,仁愛鄉,121.3704548,24.2846817
武加加難山,南投縣,仁愛鄉,121.2486181,24.3176861
邊吉岩山,南投縣,仁愛鄉,121.344429,24.4822841
茶岩山,南投縣,仁愛鄉,121.3223489,24.2806441
塚呂馬布山,南投縣,仁愛鄉,121.437874,24.4332141
馬武霸山,南投縣,仁愛鄉,121.2849549,24.3509661
佐得寒山,南投縣,仁愛鄉,121.356413,24.4386061
審馬陣山,南投縣,仁愛鄉,121.417492,24.3801643
多加屯山,南投縣,仁愛鄉,121.3811518,24.3677387
多門山,南投縣,仁愛鄉,121.5195211,24.4824641
南湖北山,南投縣,仁愛鄉,121.4372559,24.3836701
武那志山,南投縣,仁愛鄉,121.5694466,24.3178181
府塔山,南投縣,仁愛鄉,121.4596319,24.4147411
檜山,南投縣,仁愛鄉,121.5507373,24.4571483
馬比杉山,南投縣,仁愛鄉,121.4856375,24.3482252
北南山,南投縣,仁愛鄉,121.615508,24.3187781
敷島山,南投縣,仁愛鄉,121.524348,24.389113
巴巴山,南投縣,仁愛鄉,121.4378289,24.3423911
霧覽山,南投縣,仁愛鄉,121.472528,24.4345171
芳北山,南投縣,仁愛鄉,121.5588891,24.3923431
馬望峰,南投縣,仁愛鄉,121.5968901,24.3882241
束穗山,南投縣,仁愛鄉,121.4862629,24.378585
清花山,南投縣,仁愛鄉,121.5713379,24.358164
巴奈良山,南投縣,仁愛鄉,121.519907,24.3717521
波浪山,南投縣,仁愛鄉,121.5183158,24.3098131
高律山,南投縣,仁愛鄉,121.5452841,24.3376421
琴山,南投縣,仁愛鄉,121.638937,24.3503361
銘山,南投縣,仁愛鄉,121.5958121,24.4600581
麻加蘭山,南投縣,仁愛鄉,121.621331,24.3793811
俚與邊山,南投縣,仁愛鄉,121.6283601,24.4464011
袋角山,南投縣,仁愛鄉,121.436304,24.251282
杜鉾山,南投縣,仁愛鄉,121.3865623,24.1481594
椎巴宇山,南投縣,仁愛鄉,121.436324,24.2314889
魯翁山,南投縣,仁愛鄉,121.4114109,24.1997911
甘薯峰,南投縣,仁愛鄉,121.3898579,24.2904781
朝暾山,南投縣,仁愛鄉,121.5319181,24.2435321
加卑里山,南投縣,仁愛鄉,121.36578,24.1836689
焦土山,南投縣,仁愛鄉,121.425719,24.1732077
砂山,南投縣,仁愛鄉,121.558052,24.2267331
三池山,南投縣,仁愛鄉,121.451429,24.2836851
比林山,南投縣,仁愛鄉,121.5381329,24.2800131
鈴鳴山,南投縣,仁愛鄉,121.3516629,24.2443721
萩坂山,南投縣,仁愛鄉,121.4645251,24.1897171
南神山,南投縣,仁愛鄉,121.4657349,24.1624582
大斷崖山,南投縣,仁愛鄉,121.54691,24.1832561
曉星山,南投縣,仁愛鄉,121.6151991,24.2737771
雞鳴山,南投縣,仁愛鄉,121.495367,24.2712971
鍛鍊山,南投縣,仁愛鄉,121.5329578,24.2083779
北東眼山,臺中市,和平區,121.1287161,24.0739334
有勝山,臺中市,和平區,121.063499,24.0732234
梅松山,南投縣,仁愛鄉,121.233728,24.1497107
八東山,臺中市,和平區,121.0949496,24.114898
濁水山,臺中市,和平區,121.0675891,24.1210005
檜山,臺中市,和平區,121.0713223,24.1499559
別毛山,臺中市,和平區,120.9756803,24.0898839
烏來山,臺中市,和平區,120.911613,24.101554
小出山,臺中市,和平區,121.0226137,24.0616991
眉原山,臺中市,和平區,120.988582,24.1144391
橫嶺山,臺中市,和平區,120.9405558,24.2290694
遠藤山,臺中市,和平區,120.9511722,24.3076409
觀音山,臺中市,和平區,120.9264702,24.2784314
雪山坑山,臺中市,和平區,120.9568405,24.3392001
百川山,臺中市,和平區,120.9939745,24.3061337
百志興保山,臺中市,和平區,121.006621,24.3282381
基隆山,臺中市,和平區,121.0635184,24.171717
塔班山,臺中市,和平區,121.166929,24.2244361
馬來山,臺中市,和平區,121.0836671,24.2295281
比壽潭山,臺中市,和平區,121.142278,24.2389221
吹上山,臺中市,和平區,121.1930889,24.2507971
平石山,臺中市,和平區,121.048873,24.2508261
宇羅尾山,臺中市,和平區,121.1092771,24.2597201
北三錐山,臺中市,和平區,121.067614,24.2742331
太木山,臺中市,和平區,121.158795,24.2768681
雪關山,南投縣,仁愛鄉,121.2102401,24.2772731
